thread,activation,varDict,count,lock,kind,scope,executable,line,prefix,source,package,raw
"T1","A89","V42","00001","*","method","Doer","ARITY","52","*-*","return self -- for convenience, return the doer itself","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A89","V42","00001","*","method","Doer","ARITY",".",">V>","SELF => ""a Coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A89","V42","00001","*","method","Doer","ARITY",".",">>>","""a Coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">>>","""a Coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER","519","*-*","return executable","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">V>","EXECUTABLE => ""a Coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A79","V36",".",".","method","RexxBlockDoer","DOER",".",">>>","""a Coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A72","V32",".",".","method","RepeaterGenerator","GENERATE.UPTO",".",">M>","""DOER"" => ""a Coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/generator.cls",".",
"T1","A72","V32",".",".","method","RepeaterGenerator","GENERATE.UPTO",".",">>>","""a Coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/generator.cls",".",
"T1","A71",".",".",".",".",".",".",".",">M>","""GENERATE.UPTO"" => ""a Coactivity""",".",".",
"T1","A71",".",".",".",".",".",".",".",">>>","""a Coactivity""",".",".",
"T1","A71",".",".",".",".",".",".",".",">=>","G <= ""a Coactivity""",".",".",
"T1","A71",".",".",".",".",".",".","12","*-*","say g~()           -- 1",".",".",
"T1","A71",".",".",".",".",".",".",".",">V>","G => ""a Coactivity""",".",".",
"T1","A90","V42",".",".","method","Doer","~()",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A90","V42",".",".","method","Doer","~()","60","*-*","forward message ""do""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A90","V42",".",".","method","Doer","~()",".",">L>","""do""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A91","V43",".",".","method","CoactivityDoer","DO",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A91","V43",".",".","method","CoactivityDoer","DO","619","*-*","forward message ""resume""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A91","V43",".",".","method","CoactivityDoer","DO",".",">L>","""resume""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/doers.cls",".",
"T1","A92","V39",".",".","method","Coactivity","RESUME",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A92","V39","00001","*","method","Coactivity","RESUME","190","*-*","expose coactivityObj","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A92","V39","00001","*","method","Coactivity","RESUME","191","*-*","forward to (coactivityObj)","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A92","V39","00001","*","method","Coactivity","RESUME",".",">V>","COACTIVITYOBJ => ""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40",".",".","method","CoactivityObj","RESUME",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME","380","*-*","expose arguments namedArguments status yieldItem","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME","381","*-*","if status == .CoactivityObj~notStarted","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">V>","STATUS => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">E>",".COACTIVITYOBJ => ""The CoactivityObj class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">M>","""NOTSTARTED"" => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">O>","""=="" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME","381","*-*","then","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME","381","*-*","self~start","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">V>","SELF => ""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00001",".","method","CoactivityObj","START",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START","301","*-*","expose arguments namedArguments doer object status","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START","302","*-*","use strict arg -- no arg","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START","303","*-*","if status <> .CoactivityObj~notStarted","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START",".",">V>","STATUS => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START",".",">E>",".COACTIVITYOBJ => ""The CoactivityObj class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START",".",">M>","""NOTSTARTED"" => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START",".",">O>","""<>"" => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START","304","*-*","status = .CoactivityObj~suspended","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START",".",">E>",".COACTIVITYOBJ => ""The CoactivityObj class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START",".",">M>","""SUSPENDED"" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START",".",">=>","STATUS <= ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START","305","*-*","reply self","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START",".",">V>","SELF => ""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A94","V40","00002","*","method","CoactivityObj","START",".",">>>","""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">>>","""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME","382","*-*","if status == .CoactivityObj~killed","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">V>","STATUS => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">E>",".COACTIVITYOBJ => ""The CoactivityObj class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">M>","""KILLED"" => ""4""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">O>","""=="" => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME","383","*-*","if status == .CoactivityObj~ended","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">V>","STATUS => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">E>",".COACTIVITYOBJ => ""The CoactivityObj class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">M>","""ENDED"" => ""3""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">O>","""=="" => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME","384","*-*","arguments = .context~args","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">E>",".CONTEXT => ""a RexxContext""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">M>","""ARGS"" => ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">>>","""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">=>","ARGUMENTS <= ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME","385","*-*","namedArguments = .context~namedArgs","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">E>",".CONTEXT => ""a RexxContext""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">M>","""NAMEDARGS"" => ""a Directory""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">>>","""a Directory""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">=>","NAMEDARGUMENTS <= ""a Directory""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME","386","*-*","status = .CoactivityObj~running","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">E>",".COACTIVITYOBJ => ""The CoactivityObj class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">M>","""RUNNING"" => ""2""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">>>","""2""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME",".",">=>","STATUS <= ""2""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001","*","method","CoactivityObj","RESUME","387","*-*","guard off","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T1","A93","V40","00001",".","method","CoactivityObj","RESUME","388","*-*","guard on when status <> .CoactivityObj~running","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A94","V40","00001","*","method","CoactivityObj","START",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A94","V40","00001","*","method","CoactivityObj","START","306","*-*",".threadLocal[""coactivity""] = self","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A94","V40","00001","*","method","CoactivityObj","START",".",">E>",".THREADLOCAL => ""a Directory""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A94","V40","00001","*","method","CoactivityObj","START",".",">V>","SELF => ""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A94","V40","00001","*","method","CoactivityObj","START",".",">A>","""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A94","V40","00001","*","method","CoactivityObj","START",".",">L>","""coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A94","V40","00001","*","method","CoactivityObj","START",".",">A>","""coactivity""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A94","V40","00001","*","method","CoactivityObj","START","307","*-*",".Coactivity~register(self)","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A94","V40","00001","*","method","CoactivityObj","START",".",">E>",".COACTIVITY => ""The Coactivity class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A94","V40","00001","*","method","CoactivityObj","START",".",">V>","SELF => ""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A94","V40","00001","*","method","CoactivityObj","START",".",">A>","""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A95","V44",".",".","method","Coactivity","REGISTER",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A95","V44","00001","*","method","Coactivity","REGISTER","69","*-*","expose globalCache","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A95","V44","00001","*","method","Coactivity","REGISTER","70","*-*","use strict arg coactivityObj -- Remember : don't register the proxy ! that would forbid GC","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A95","V44","00001","*","method","Coactivity","REGISTER",".",">>>","""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A95","V44","00001","*","method","Coactivity","REGISTER",".",">=>","COACTIVITYOBJ <= ""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A95","V44","00001","*","method","Coactivity","REGISTER","74","*-*","globalCache[coactivityObj~identityHash] = coactivityObj","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A95","V44","00001","*","method","Coactivity","REGISTER",".",">V>","GLOBALCACHE => ""a Directory""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A95","V44","00001","*","method","Coactivity","REGISTER",".",">V>","COACTIVITYOBJ => ""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A95","V44","00001","*","method","Coactivity","REGISTER",".",">A>","""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
"T2","A95","V44","00001","*","method","Coactivity","REGISTER",".",">V>","COACTIVITYOBJ => ""a CoactivityObj""","/local/rexx/oorexx/executor/sandbox/jlf/samples/concurrency/coactivity.cls",".",
