thread,activation,varDict,count,lock,kind,scope,executable,line,prefix,source,package,raw
"T1","A58","V24","00003","*","method","UTF_16BE_Encoding","GETCHAR",".",">>>","""3""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">M>","""GETCHAR"" => ""3""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">>>","""3""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">=>","NEXT <= ""3""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE","915","*-*","codepointIndexes~append(index)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">V>","CODEPOINTINDEXES => ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">V>","INDEX => ""3""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">A>","""3""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">>>","""2""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE","917","*-*","graphemeIndexes~append(index)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">V>","GRAPHEMEINDEXES => ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">V>","INDEX => ""3""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">A>","""3""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">>>","""2""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE","918","*-*","if next == index","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">V>","NEXT => ""3""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">V>","INDEX => ""3""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">O>","""=="" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE","918","*-*","then","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE","918","*-*","leave","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE","922","*-*","codepointIndexes = codepointIndexes~makeArray","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">V>","CODEPOINTINDEXES => ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">M>","""MAKEARRAY"" => ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">>>","""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">=>","CODEPOINTINDEXES <= ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE","923","*-*","graphemeIndexes = graphemeIndexes~makeArray","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">V>","GRAPHEMEINDEXES => ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">M>","""MAKEARRAY"" => ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">>>","""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">=>","GRAPHEMEINDEXES <= ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE","924","*-*","return self~new(string, codepointIndexes, codepointIndexes~size-1, graphemeIndexes, graphemeIndexes~size-1)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">V>","SELF => ""The UTF_16BE_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">V>","STRING => ""??""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">A>","""??""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">V>","CODEPOINTINDEXES => ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">A>","""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">V>","CODEPOINTINDEXES => ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">M>","""SIZE"" => ""2""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">L>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">O>","""-"" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">A>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">V>","GRAPHEMEINDEXES => ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">A>","""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">V>","GRAPHEMEINDEXES => ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">M>","""SIZE"" => ""2""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">L>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">O>","""-"" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">A>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A59","V27",".",".","method","Encoding","INIT",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A59","V27","00001","*","method","Encoding","INIT","753","*-*","expose string codepointIndexes codepointIndexesSize  graphemeIndexes graphemeIndexesSize","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A59","V27","00001","*","method","Encoding","INIT","754","*-*","use strict arg string, codepointIndexes, codepointIndexesSize, graphemeIndexes, graphemeIndexesSize","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A59","V27","00001","*","method","Encoding","INIT",".",">>>","""??""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A59","V27","00001","*","method","Encoding","INIT",".",">=>","STRING <= ""??""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A59","V27","00001","*","method","Encoding","INIT",".",">>>","""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A59","V27","00001","*","method","Encoding","INIT",".",">=>","CODEPOINTINDEXES <= ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A59","V27","00001","*","method","Encoding","INIT",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A59","V27","00001","*","method","Encoding","INIT",".",">=>","CODEPOINTINDEXESSIZE <= ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A59","V27","00001","*","method","Encoding","INIT",".",">>>","""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A59","V27","00001","*","method","Encoding","INIT",".",">=>","GRAPHEMEINDEXES <= ""an Array""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A59","V27","00001","*","method","Encoding","INIT",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A59","V27","00001","*","method","Encoding","INIT",".",">=>","GRAPHEMEINDEXESSIZE <= ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">M>","""NEW"" => ""an UTF_16BE_Encoding""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A56","V24","00002","*","method","UTF_16BE_Encoding","ANALYZE",".",">>>","""an UTF_16BE_Encoding""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A54","V26","00001","*","method","RexxTextInitializer","INIT",".",">M>","""ANALYZE"" => ""an UTF_16BE_Encoding""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A54","V26","00001","*","method","RexxTextInitializer","INIT",".",">>>","""an UTF_16BE_Encoding""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A54","V26","00001","*","method","RexxTextInitializer","INIT",".",">=>","INDEXER <= ""an UTF_16BE_Encoding""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A54","V26","00001","*","method","RexxTextInitializer","INIT","176","*-*","string~text = self -- store itself as counterpart of string","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A54","V26","00001","*","method","RexxTextInitializer","INIT",".",">V>","STRING => ""??""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A54","V26","00001","*","method","RexxTextInitializer","INIT",".",">V>","SELF => ""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A54","V26","00001","*","method","RexxTextInitializer","INIT",".",">A>","""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28",".",".","method","EncodedString","TEXT=",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=","148","*-*","expose text -- attribute added on the String instance","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=","149","*-*","use strict arg aText","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">>>","""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">=>","ATEXT <= ""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=","150","*-*","if \var(""text"")","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">L>","""text""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">A>","""text""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">F>","VAR => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">P>","""\"" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=","150","*-*","then","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=","150","*-*","do -- no stored counterpart","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=","151","*-*","if \aText~isA(.RexxText)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">V>","ATEXT => ""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">E>",".REXXTEXT => ""The RexxText class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">A>","""The RexxText class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">M>","""ISA"" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">P>","""\"" => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=","152","*-*","text = aText -- store the Text counterpart passed by argument","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">V>","ATEXT => ""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">>>","""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=",".",">=>","TEXT <= ""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A60","V28","00001","*","method","EncodedString","TEXT=","153","*-*","end","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A53","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">M>","""NEW"" => ""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A53","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">A>","""a RexxText""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A52","V24","00001","*","method","UTF_16BE_Encoding","INITIALIZE","900","*-*","self~declareCharacter(""space"", ""0020""x)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A52","V24","00001","*","method","UTF_16BE_Encoding","INITIALIZE",".",">V>","SELF => ""The UTF_16BE_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A52","V24","00001","*","method","UTF_16BE_Encoding","INITIALIZE",".",">L>","""space""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A52","V24","00001","*","method","UTF_16BE_Encoding","INITIALIZE",".",">A>","""space""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A52","V24","00001","*","method","UTF_16BE_Encoding","INITIALIZE",".",">L>","""? ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A52","V24","00001","*","method","UTF_16BE_Encoding","INITIALIZE",".",">A>","""? ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25",".",".","method","Encoding","DECLARECHARACTER",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER","722","*-*","expose characters","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER","723","*-*","use strict arg name, encoded","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">>>","""space""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">=>","NAME <= ""space""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">>>","""? ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">=>","ENCODED <= ""? ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER","726","*-*","characters~setEntry(name, .RexxText~new(.String~new(encoded), self))","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">V>","CHARACTERS => ""a Directory""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">V>","NAME => ""space""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">A>","""space""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">E>",".REXXTEXT => ""The RexxText class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">E>",".STRING => ""The String class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">V>","ENCODED => ""? ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">A>","""? ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">M>","""NEW"" => ""? ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">A>","""? ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">V>","SELF => ""The UTF_16BE_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A61","V25","00001","*","method","Encoding","DECLARECHARACTER",".",">A>","""The UTF_16BE_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29",".",".","method","RexxTextInitializer","INIT",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT","170","*-*","expose indexer","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT","171","*-*","use strict arg string, encoding=""default""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT",".",">>>","""? ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT",".",">=>","STRING <= ""? ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT",".",">>>","""The UTF_16BE_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT",".",">=>","ENCODING <= ""The UTF_16BE_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT","172","*-*","if \string~isA(.String)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT",".",">V>","STRING => ""? ""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT",".",">E>",".STRING => ""The String class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT",".",">A>","""The String class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT",".",">M>","""ISA"" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT",".",">P>","""\"" => ""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT",".",">>>","""0""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT","173","*-*","encoding = .Encoding~factory(encoding)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT",".",">E>",".ENCODING => ""The Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT",".",">V>","ENCODING => ""The UTF_16BE_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A62","V29","00001","*","method","RexxTextInitializer","INIT",".",">A>","""The UTF_16BE_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13",".",".","method","Encoding","FACTORY",".",">I>",".","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13","00001","*","method","Encoding","FACTORY","664","*-*","use strict arg encoding","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13","00001","*","method","Encoding","FACTORY",".",">>>","""The UTF_16BE_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13","00001","*","method","Encoding","FACTORY",".",">=>","ENCODING <= ""The UTF_16BE_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13","00001","*","method","Encoding","FACTORY","665","*-*","if encoding~isA(.Class), encoding~isSubClassOf(self)","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13","00001","*","method","Encoding","FACTORY",".",">V>","ENCODING => ""The UTF_16BE_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13","00001","*","method","Encoding","FACTORY",".",">E>",".CLASS => ""The Class class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13","00001","*","method","Encoding","FACTORY",".",">A>","""The Class class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13","00001","*","method","Encoding","FACTORY",".",">M>","""ISA"" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13","00001","*","method","Encoding","FACTORY",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13","00001","*","method","Encoding","FACTORY",".",">V>","ENCODING => ""The UTF_16BE_Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13","00001","*","method","Encoding","FACTORY",".",">V>","SELF => ""The Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13","00001","*","method","Encoding","FACTORY",".",">A>","""The Encoding class""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13","00001","*","method","Encoding","FACTORY",".",">M>","""ISSUBCLASSOF"" => ""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13","00001","*","method","Encoding","FACTORY",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
"T1","A63","V13","00001","*","method","Encoding","FACTORY",".",">>>","""1""","/local/rexx/oorexx/executor/sandbox/jlf/samples/extension/string.cls",".",
